potencia_cv,torque_nm,preco_tabela_brl,capacidade_carga_kg,capacidade_reboque_kg,profundidade_vadeo_mm,angulo_ataque_graus,angulo_saida_graus,airbags_quantidade,tela_central_pol,frenagem_autonoma,perfil
250.0,468.0,324845.0,1015.0,2524.0,592.0,29.50334618497942,22.76326252990364,7.0,11.905483947275751,1.0,familia
250.0,501.0,293160.0,1140.0,3081.0,643.0,25.021929403496475,25.603641766491833,8.0,12.091924626978448,1.0,familia
164.0,460.0,310736.0,1334.0,2591.0,589.0,28.488216743550467,15.366594072976344,9.0,11.615184058082015,0.0,familia
240.0,398.0,355750.0,1147.0,2383.0,631.0,32.81207857341319,22.545598765175484,7.0,12.748220586300336,1.0,familia
259.0,432.0,312862.0,1033.0,2634.0,616.0,29.112619832773696,20.469950803435758,7.0,13.786974963849595,1.0,familia
214.0,521.0,273113.0,1221.0,2879.0,620.0,31.630387437674198,19.67863240268928,7.0,11.255345296688583,0.0,familia
167.0,562.0,336174.0,1092.0,2578.0,543.0,33.337255938850475,22.387663545925683,7.0,14.282163618536078,0.0,familia
250.0,436.0,328858.0,1363.0,2876.0,679.0,24.466352970706446,19.031185539224257,9.0,12.374213079900352,1.0,familia
231.0,540.0,242301.0,1314.0,2455.0,578.0,22.963686874219498,17.03542998440269,8.0,12.270120428553613,1.0,familia
294.0,541.0,299244.0,945.0,3220.0,602.0,26.041787875738837,21.92762473866999,7.0,12.385155980516977,1.0,familia
235.0,478.0,288263.0,1000.0,2529.0,587.0,30.511978965748064,15.0,8.0,13.591506851922462,1.0,familia
218.0,459.0,253699.0,991.0,2189.0,687.0,28.807035179442384,25.814665284982475,7.0,11.79552989654047,1.0,familia
192.0,513.0,333724.0,1056.0,2591.0,537.0,28.772081057620703,21.44529359067103,9.0,11.258498769050878,1.0,familia
201.0,394.0,334240.0,920.0,2991.0,495.0,31.089369104870116,22.633052401607856,9.0,12.403286888129607,1.0,familia
228.0,540.0,314569.0,1121.0,2398.0,597.0,26.923405306676177,16.869494822030124,8.0,11.877145496898716,1.0,familia
215.0,481.0,323903.0,1024.0,2282.0,609.0,23.064881667154904,23.224758267143415,8.0,10.79741639576216,1.0,familia
238.0,534.0,376618.0,1242.0,1984.0,536.0,24.125544266912964,22.0782731506325,7.0,12.151986913703162,1.0,familia
236.0,446.0,253733.0,970.0,2121.0,551.0,29.160925389823518,19.15180333350417,8.0,15.13238206483739,0.0,familia
199.0,518.0,286974.0,1117.0,3216.0,595.0,29.447819978857027,19.89047072462234,7.0,12.679845418728059,1.0,familia
218.0,445.0,382497.0,1199.0,2342.0,631.0,28.91766334888019,23.86542988665159,8.0,10.929775280109544,1.0,familia
227.0,514.0,317108.0,913.0,2606.0,630.0,27.679371343793118,25.242342176663865,8.0,12.046255691463559,1.0,familia
262.0,451.0,313844.0,1035.0,2378.0,584.0,26.666401314901137,20.563754135009567,8.0,12.238972746753205,1.0,familia
234.0,559.0,317862.0,1244.0,2084.0,613.0,28.66889238687031,22.246851967826274,9.0,13.565480375065352,1.0,familia
211.0,557.0,401955.0,1049.0,2375.0,672.0,30.73871643719214,20.431419918540193,7.0,12.199639511911371,1.0,familia
190.0,501.0,316658.0,1168.0,2580.0,722.0,24.08678004724605,20.407009134994546,7.0,13.055376816806907,1.0,familia
208.0,558.0,287170.0,983.0,2631.0,572.0,27.898795453266533,22.6087690625539,8.0,10.984255885002767,1.0,familia
196.0,451.0,318951.0,1097.0,2832.0,726.0,24.40739368123904,20.531681672445334,8.0,13.544160877069071,1.0,familia
250.0,460.0,333626.0,1255.0,2729.0,625.0,29.200024068767462,25.50788677133702,8.0,11.85080867509632,1.0,familia
246.0,470.0,315868.0,1268.0,2271.0,618.0,24.819983563017917,22.086234468804452,7.0,13.778451862607298,1.0,familia
236.0,482.0,255605.0,1204.0,2680.0,708.0,25.076665295140998,22.65745098299182,9.0,13.038022354796844,1.0,familia
210.0,500.0,372620.0,1090.0,2344.0,694.0,21.65595829875127,15.403582130139753,7.0,13.148636334720962,1.0,familia
264.0,493.0,287436.0,920.0,2744.0,632.0,25.70247240866185,27.539910988143,8.0,11.429915233673848,1.0,familia
228.0,493.0,300350.0,1149.0,2149.0,672.0,25.753546464822293,25.351887494764384,9.0,12.76966935739707,1.0,familia
221.0,511.0,327908.0,1189.0,2872.0,609.0,28.127011272765536,21.73079291713832,7.0,13.940117215449472,1.0,familia
206.0,579.0,308393.0,899.0,2535.0,565.0,28.521930646966172,20.04212806209283,8.0,12.223101160203623,1.0,familia
229.0,455.0,213044.0,878.0,2712.0,639.0,27.276372685354893,19.09907157061236,7.0,12.45228864385802,0.0,familia
229.0,416.0,370135.0,1222.0,2438.0,601.0,26.625148423842656,15.874795394727128,7.0,12.230813868318611,1.0,familia
226.0,424.0,298755.0,1351.0,2679.0,571.0,27.717748344068475,26.198066309758005,7.0,13.424633682912768,0.0,familia
232.0,444.0,337928.0,1155.0,2750.0,631.0,29.148658145958006,20.394294365318295,7.0,12.614533366215465,1.0,familia
263.0,594.0,282432.0,1343.0,2555.0,567.0,24.548342497837034,21.03895807541704,9.0,12.924165946401917,1.0,familia
248.0,448.0,309025.0,1399.0,2983.0,621.0,26.1140104345046,22.360093980154783,7.0,11.997744283805876,1.0,familia
237.0,465.0,243256.0,1155.0,2681.0,575.0,30.721960289870097,18.322703010992974,9.0,11.03562511979018,1.0,familia
237.0,537.0,377357.0,1035.0,2802.0,598.0,25.48211810017754,24.650979812460015,7.0,13.300498241765972,1.0,familia
236.0,561.0,365203.0,1012.0,2610.0,624.0,26.782021297471722,20.34908453846374,9.0,11.828376632061948,1.0,familia
229.0,544.0,331744.0,1048.0,2716.0,457.0,29.44629710111631,16.7808586636657,7.0,12.874280055577305,1.0,familia
226.0,408.0,356433.0,1034.0,2597.0,597.0,27.431122481669366,22.230465673180767,8.0,11.21700777581143,1.0,familia
175.0,456.0,370030.0,1219.0,2402.0,582.0,25.035094846347853,28.23024395068252,9.0,12.862655622251168,1.0,familia
275.0,465.0,302146.0,1089.0,2489.0,636.0,26.1558376574219,24.197920231646737,8.0,12.419283419891418,1.0,familia
262.0,499.0,349920.0,694.0,3084.0,593.0,29.32454845021255,18.880282218623407,7.0,12.776569152594927,1.0,familia
207.0,469.0,318697.0,1221.0,2638.0,607.0,27.094883007398675,29.210246755714827,9.0,12.442381202966414,1.0,familia
268.0,545.0,335549.0,939.0,2957.0,542.0,26.9079063957171,19.737172449941927,9.0,13.505142573278018,1.0,familia
221.0,568.0,328141.0,1065.0,2769.0,659.0,22.31717655458902,23.792200209549573,9.0,13.201172742310899,1.0,familia
224.0,486.0,303077.0,1102.0,2193.0,527.0,30.783515189674915,19.459115955045018,8.0,10.947272932183962,1.0,familia
219.0,570.0,350392.0,1003.0,3130.0,649.0,25.025505849474133,15.0,7.0,14.790942572590742,1.0,familia
181.0,389.0,350902.0,1441.0,2887.0,628.0,27.78426302499586,24.560246676340924,9.0,12.247314311999036,0.0,familia
243.0,438.0,298772.0,862.0,2472.0,550.0,22.689232048352686,22.539682453460436,8.0,13.8920022863446,1.0,familia
195.0,531.0,270700.0,1068.0,2654.0,551.0,26.31612651843788,17.997923515245386,9.0,12.660476206998846,1.0,familia
197.0,478.0,332099.0,1131.0,2881.0,606.0,24.71178337662424,22.36689250909685,9.0,13.043298029036388,1.0,familia
205.0,443.0,253895.0,1344.0,2151.0,565.0,23.844778203292407,24.684773130833324,9.0,14.319573046698656,1.0,familia
201.0,434.0,395805.0,933.0,2586.0,631.0,27.241397292354495,21.444137023366874,7.0,12.370179300266575,1.0,familia
263.0,601.0,287700.0,908.0,2475.0,728.0,23.588976296090806,26.9173504163322,8.0,13.476383953462102,0.0,familia
268.0,511.0,375135.0,1046.0,2442.0,570.0,22.9557298079214,20.052167364801978,7.0,11.276059733237744,1.0,familia
298.0,441.0,307769.0,1178.0,2521.0,626.0,23.2379792207619,22.508082472108235,7.0,11.08628550309502,1.0,familia
204.0,547.0,353652.0,1185.0,2194.0,584.0,29.63929309993755,22.425150740919715,8.0,11.75082075937087,1.0,familia
237.0,487.0,303901.0,1199.0,2767.0,560.0,22.006301139326666,16.49138388069011,8.0,13.007991326912544,1.0,familia
243.0,617.0,309757.0,1217.0,2522.0,595.0,28.757229448963304,21.129176367434045,9.0,13.068441006256155,1.0,familia
250.0,470.0,279770.0,1175.0,2248.0,601.0,25.97264301006739,25.257686697494734,7.0,12.974698232879954,1.0,familia
229.0,524.0,365608.0,1178.0,2502.0,534.0,22.804659010773882,21.084325886935996,8.0,13.0077576703115,1.0,familia
231.0,483.0,230981.0,968.0,2459.0,539.0,27.799786189988613,26.59225249703109,7.0,13.718761851697316,1.0,familia
222.0,561.0,315946.0,1052.0,2328.0,584.0,24.835469544376313,22.511248667126463,8.0,10.965701373615541,1.0,familia
302.0,478.0,272669.0,1037.0,2252.0,591.0,31.135125440427032,17.88429657120593,8.0,10.88643860212326,1.0,familia
206.0,537.0,285775.0,1355.0,2689.0,575.0,32.47192463979651,20.182855230989986,8.0,12.776543666892668,1.0,familia
257.0,481.0,279863.0,1164.0,2310.0,700.0,26.409605993248213,20.904035346063672,7.0,12.684680305864909,1.0,familia
182.0,426.0,358016.0,1008.0,2206.0,626.0,29.55711246398899,24.1568599319952,7.0,13.107131100783619,1.0,familia
275.0,462.0,299966.0,1285.0,2655.0,622.0,32.49500703470325,20.06944530885957,9.0,13.427840128081238,1.0,familia
283.0,507.0,331531.0,1250.0,2397.0,558.0,22.8655724179369,16.100930231871995,8.0,13.079442572867261,1.0,familia
235.0,467.0,298927.0,1143.0,2728.0,643.0,24.250767684293184,21.498634858640767,9.0,12.7825799504883,1.0,familia
247.0,520.0,336515.0,1264.0,2550.0,535.0,27.199063855257926,20.045929318624513,9.0,12.530478850265665,1.0,familia
177.0,496.0,378088.0,1133.0,3228.0,628.0,20.71771172253255,24.260024863313596,8.0,12.881158384882777,1.0,familia
225.0,412.0,301639.0,980.0,2337.0,629.0,31.00971351305422,23.184014589468944,8.0,11.985358450781852,1.0,familia
290.0,458.0,318987.0,1230.0,2102.0,511.0,21.423031056289716,25.787752310281547,9.0,12.68111651021106,1.0,familia
200.0,448.0,317382.0,1315.0,3061.0,703.0,29.625098691779428,25.072187577434388,7.0,13.092526949201183,1.0,familia
201.0,479.0,303192.0,1036.0,2694.0,647.0,26.265220658875542,26.432590243165784,8.0,12.068204211359793,1.0,familia
198.0,475.0,305130.0,1311.0,2676.0,548.0,31.562277699002564,25.66310108657606,7.0,13.082097703468616,1.0,familia
216.0,539.0,385383.0,1316.0,2363.0,544.0,26.422658740733613,16.694681903311444,7.0,13.532963947152806,1.0,familia
223.0,508.0,288691.0,936.0,1695.0,598.0,31.316754790009234,26.98377764364361,9.0,12.042903743413728,1.0,familia
195.0,496.0,340643.0,1271.0,2471.0,589.0,23.366052239730315,19.51935893788042,9.0,11.659718569342871,1.0,familia
197.0,562.0,299155.0,1097.0,2290.0,478.0,28.652136189083148,24.2105316912773,7.0,12.218672442881786,1.0,familia
242.0,439.0,277589.0,1128.0,2821.0,549.0,26.185039549543916,23.28644950099172,7.0,13.193105607263144,1.0,familia
201.0,484.0,267114.0,691.0,2622.0,645.0,18.911202693374484,18.970807885870187,8.0,11.789239896450821,1.0,familia
232.0,469.0,364995.0,1009.0,2276.0,575.0,23.14001417522386,22.368010947984388,7.0,14.12467845846956,1.0,familia
219.0,394.0,345324.0,1089.0,2449.0,759.0,26.89625872509706,19.744626849714447,9.0,13.809472896350712,0.0,familia
210.0,486.0,252468.0,1228.0,2312.0,693.0,29.240144197143945,20.658034313023748,9.0,13.781016361735112,1.0,familia
246.0,433.0,284258.0,1244.0,2406.0,579.0,23.134632261951943,23.270797196780382,8.0,11.76419608495717,1.0,familia
237.0,481.0,366488.0,1088.0,2626.0,546.0,27.284921291622947,21.438567204986352,7.0,13.485729995679863,1.0,familia
242.0,552.0,305277.0,802.0,2329.0,664.0,25.931395813103354,19.002093303115267,9.0,11.995225078771783,1.0,familia
221.0,459.0,294329.0,970.0,2952.0,583.0,29.651475562476488,26.563948155767356,8.0,12.396976798602784,0.0,familia
272.0,430.0,322974.0,934.0,2832.0,576.0,26.603478967618518,22.849863614638426,7.0,12.241095026295923,1.0,familia
260.0,405.0,315055.0,1371.0,2219.0,566.0,27.541723548976744,22.538745345818793,9.0,13.223610587228874,1.0,familia
253.0,502.0,300349.0,1194.0,3031.0,593.0,23.076412085988075,25.321242007860917,8.0,12.379618836046403,1.0,familia
211.0,475.0,323279.0,1126.0,2698.0,578.0,27.539317394528247,21.221359967248247,9.0,13.38866275355096,1.0,familia
211.0,500.0,383527.0,1068.0,2402.0,599.0,25.090460651497175,24.39982570582615,7.0,10.883689391563411,1.0,familia
263.0,574.0,305822.0,1076.0,2519.0,658.0,23.217940597428278,22.715106948204355,7.0,12.765155527298887,1.0,familia
252.0,490.0,350041.0,721.0,2689.0,567.0,20.50810130943063,23.53360779857494,9.0,13.873658545162957,1.0,familia
286.0,552.0,375598.0,1203.0,2521.0,519.0,25.261812535610154,19.470260214051425,8.0,12.924234259711898,1.0,familia
235.0,482.0,377802.0,1012.0,2554.0,562.0,22.03993246633788,20.164692727284145,7.0,12.462963202951588,1.0,familia
180.0,475.0,249811.0,1206.0,2523.0,527.0,25.07237276885041,19.743530783228252,9.0,12.98014613622237,1.0,familia
208.0,465.0,274352.0,798.0,2298.0,589.0,23.038461418546447,21.606229098723087,7.0,12.576851882958769,1.0,familia
235.0,504.0,266384.0,1297.0,2472.0,600.0,28.12464326976967,22.699648393790504,8.0,12.88153856258933,1.0,familia
252.0,417.0,314342.0,1095.0,2441.0,593.0,20.354452863507085,20.353825276777116,7.0,12.592844901141115,1.0,familia
274.0,432.0,348778.0,1159.0,2319.0,688.0,22.41908950473056,24.757462520830003,8.0,12.234230413506017,1.0,familia
280.0,495.0,320412.0,1081.0,2727.0,639.0,20.754404080285457,25.913020728634457,9.0,10.837508011964326,1.0,familia
191.0,457.0,265771.0,1069.0,2413.0,638.0,29.930926238358825,26.18705143236987,8.0,12.349394080563156,1.0,familia
205.0,533.0,374623.0,927.0,2334.0,598.0,26.84048347645882,19.571189440235063,8.0,12.92406104446409,1.0,familia
249.0,480.0,292544.0,1084.0,2475.0,581.0,25.223611811998694,26.79594151151415,7.0,12.406565929083001,1.0,familia
238.0,544.0,324785.0,1084.0,2625.0,521.0,22.619697593270583,18.418224980802833,8.0,12.642943094763707,1.0,familia
252.0,507.0,237957.0,1024.0,2279.0,568.0,25.495568544245632,20.58372826690862,7.0,12.561115609367388,1.0,familia
247.0,420.0,319569.0,1390.0,2242.0,473.0,25.14198733435967,25.302878904995712,8.0,14.458347454220593,1.0,familia
213.0,474.0,415773.0,889.0,2571.0,623.0,29.25735897481804,22.293949460412687,7.0,12.138236931163187,1.0,familia
239.0,514.0,295215.0,1152.0,2491.0,656.0,25.845818829234542,16.680902595379358,7.0,13.761921500713992,1.0,familia
209.0,555.0,224573.0,1500.0,2795.0,611.0,25.83531799815114,22.856662224572972,9.0,12.914698528730886,0.0,familia
269.0,532.0,279084.0,1156.0,2227.0,531.0,24.119848326230105,24.587180417148275,7.0,11.964386661574588,1.0,familia
229.0,431.0,303477.0,995.0,2310.0,592.0,23.622740237000116,21.076115411082878,9.0,12.530190787210156,1.0,familia
251.0,480.0,277316.0,1192.0,2762.0,519.0,23.711825664301358,19.692572950638105,9.0,11.560096898891135,0.0,familia
259.0,469.0,299419.0,819.0,2677.0,538.0,26.179797890798984,22.832130813874574,8.0,11.645327055028583,1.0,familia
241.0,313.0,317353.0,1352.0,2846.0,610.0,24.525091443103857,24.42136778991193,9.0,11.526453800295531,1.0,familia
267.0,631.0,325696.0,1028.0,2492.0,511.0,23.915860606732824,20.77215268566069,8.0,11.873809967778433,1.0,familia
230.0,461.0,316207.0,1215.0,2257.0,567.0,25.088821913670007,17.962387229580354,9.0,11.680742140278502,1.0,familia
239.0,490.0,344035.0,1080.0,2609.0,594.0,26.796087048198885,20.251724027165253,8.0,14.06877860410285,1.0,familia
183.0,533.0,359445.0,1112.0,2555.0,569.0,25.05178143191885,23.847313449313425,7.0,13.703884437168817,1.0,familia
230.0,513.0,252245.0,778.0,2345.0,538.0,24.475579407058067,21.556659043547587,9.0,13.735121821948528,1.0,familia
218.0,514.0,264446.0,1245.0,2478.0,633.0,22.784428300879533,17.338723701951807,7.0,13.31788965802503,1.0,familia
199.0,541.0,262423.0,1329.0,2247.0,631.0,25.014144572753047,23.80956229324703,8.0,10.756151883367103,1.0,familia
234.0,467.0,270226.0,741.0,2446.0,720.0,28.35381286369407,21.942218860796817,9.0,12.237109170791733,1.0,familia
188.0,541.0,338615.0,1200.0,2622.0,600.0,28.01858370790046,23.775442401224133,7.0,13.480853449137475,1.0,familia
204.0,411.0,251298.0,1123.0,2514.0,608.0,26.731859593725503,21.330393236095585,8.0,13.989863438602082,1.0,familia
226.0,389.0,302965.0,1332.0,2505.0,611.0,22.21950570448226,20.15091577588157,7.0,12.838814600810737,1.0,familia
195.0,418.0,319860.0,1169.0,2819.0,679.0,22.954717424516396,19.567427466368986,9.0,11.242422141085385,1.0,familia
264.0,475.0,297206.0,1121.0,2266.0,704.0,21.177016918645826,22.554221736687172,8.0,11.970062230537511,1.0,familia
237.0,470.0,364913.0,790.0,2929.0,528.0,25.200043012296756,20.712266739104013,9.0,13.08855326977072,1.0,familia
174.0,505.0,390972.0,909.0,2553.0,566.0,27.277661618579106,22.057443332247257,9.0,12.415110181497647,1.0,familia
186.0,519.0,258269.0,966.0,2632.0,674.0,27.06684004635698,21.060825908430537,7.0,12.499291405423355,1.0,familia
186.0,513.0,345293.0,1036.0,2368.0,613.0,24.689840791878215,21.801602156122534,8.0,11.703829295306255,1.0,familia
241.0,520.0,302751.0,1009.0,2869.0,670.0,24.198729302783885,16.400380145918152,9.0,13.507513689836923,1.0,familia
161.0,529.0,261553.0,1202.0,2503.0,552.0,24.77889106121966,24.058955370870102,9.0,10.959752367968923,1.0,familia
299.0,568.0,314174.0,974.0,2127.0,590.0,28.764950335773378,21.6173526388674,8.0,14.011154930247347,1.0,familia
186.0,499.0,345475.0,1041.0,1770.0,609.0,27.31021565520053,23.212884264885094,8.0,13.53704728873993,1.0,familia
255.0,382.0,322786.0,1029.0,2477.0,617.0,24.53831430765934,19.972875762515166,9.0,12.534152417488025,1.0,familia
250.0,523.0,299938.0,1016.0,2898.0,686.0,28.936574152345386,22.255954427695073,9.0,11.691734278359073,1.0,familia
244.0,557.0,336018.0,889.0,2794.0,550.0,24.848086184142947,22.750600618755083,8.0,10.190816268715135,0.0,familia
235.0,509.0,345506.0,1055.0,3002.0,611.0,27.49322926727418,23.997772756163386,7.0,12.921586610614456,1.0,familia
210.0,419.0,327580.0,1209.0,2628.0,683.0,25.98321194351286,24.006224966777538,8.0,12.954183167189838,1.0,familia
211.0,463.0,307136.0,887.0,2400.0,644.0,27.7256150483197,23.501997164143628,7.0,12.54977368718096,1.0,familia
254.0,503.0,329680.0,1026.0,1897.0,654.0,24.563487631974787,19.411672707870636,7.0,12.876574015139123,1.0,familia
258.0,517.0,255361.0,1269.0,2573.0,581.0,26.430165402026752,16.67129430130504,8.0,12.908652811480671,1.0,familia
176.0,541.0,284829.0,1314.0,2349.0,514.0,22.650426680154023,25.707434860020815,7.0,13.041056763492637,1.0,familia
224.0,541.0,367939.0,1049.0,2128.0,579.0,26.78084151974866,19.108723221368166,8.0,11.542849085104956,0.0,familia
206.0,429.0,269841.0,1129.0,2519.0,563.0,26.530462616418195,20.359959746238204,8.0,12.228344889673947,1.0,familia
184.0,525.0,342455.0,939.0,2729.0,676.0,22.632365581266757,19.24749153695721,8.0,12.285089644849922,1.0,familia
239.0,537.0,356783.0,1067.0,2487.0,523.0,27.542764268053503,23.71617232514243,8.0,12.43780898300069,1.0,familia
249.0,423.0,309057.0,1075.0,2563.0,581.0,25.605582212984995,24.47814151432452,7.0,14.177462930312606,1.0,familia
212.0,576.0,365258.0,919.0,2693.0,574.0,26.79046164599318,22.882672387040483,9.0,12.265592199683677,1.0,familia
202.0,442.0,273352.0,983.0,2481.0,564.0,28.04615619713786,26.46173846600778,8.0,12.907876782375322,1.0,familia
245.0,484.0,339707.0,1167.0,2153.0,643.0,28.661872511800226,19.710141687464255,8.0,12.537937835447602,0.0,familia
267.0,610.0,278560.0,906.0,2585.0,636.0,25.307400878465693,26.359781989963103,8.0,13.33070985049609,1.0,familia
194.0,589.0,279333.0,1023.0,2740.0,580.0,25.863766346203285,22.07616526162723,7.0,10.580326843802343,1.0,familia
212.0,559.0,259739.0,1213.0,2421.0,586.0,28.371115688155133,23.020153883706673,9.0,11.80564202926662,1.0,familia
241.0,420.0,276983.0,1500.0,2848.0,532.0,22.03262612976929,23.445598185155475,8.0,13.047264797377967,0.0,familia
225.0,498.0,313435.0,789.0,2435.0,557.0,26.525634256725535,30.95577700781023,7.0,12.917673698483787,1.0,familia
259.0,503.0,334274.0,1387.0,2183.0,623.0,23.220856610055385,23.666537939026746,7.0,11.581313488513906,1.0,familia
264.0,530.0,260171.0,1107.0,2301.0,537.0,25.348948848726888,21.07455163463254,8.0,11.082376065815229,1.0,familia
250.0,404.0,287409.0,1242.0,3084.0,520.0,20.360226844582865,27.612895526115345,9.0,12.889614177370904,1.0,familia
150.0,480.0,323112.0,1229.0,2216.0,604.0,23.223726121821237,22.766151267022952,8.0,12.933489717448522,1.0,familia
201.0,527.0,300615.0,1105.0,2094.0,585.0,25.849386148874764,29.862379273089925,8.0,11.388032974225837,1.0,familia
